"X";"Y";"X_dms";"Y-dms";"primaryind";"nummer";"brunnenart";"historisch";"wasserart_";"bezeichnun"
8.5420038992;47.3977280909;"E8°32'31.21""";"N47°23'51.82""";379;1118;"öffentlicher Brunnen";1986;"Verteilnetz";"Tramhaltestelle, Michbuck"
8.5447376358;47.3935782838;"E8°32'41.05""";"N47°23'36.88""";380;290;"öffentlicher Brunnen";1931;"Verteilnetz";"Bambibrunnen"
8.5451732963;47.3958818489;"E8°32'42.62""";"N47°23'45.17""";381;287;"öffentlicher Brunnen";1929;"Verteilnetz";
8.5451641728;47.3969453357;"E8°32'42.59""";"N47°23'49.00""";382;1119;"öffentlicher Brunnen";1986;"Quellwasser";"Irchelpark beim Restaurant Neubühl"
8.5433477194;47.3999716141;"E8°32'36.05""";"N47°23'59.89""";383;262;"öffentlicher Brunnen";1958;"Verteilnetz";
8.560897984;47.386418112;"E8°33'39.23""";"N47°23'11.10""";384;361;"öffentlicher Brunnen";1949;"Verteilnetz";
8.5479526801;47.3880505432;"E8°32'52.62""";"N47°23'16.98""";385;275;"öffentlicher Brunnen";1912;"Quellwasser";
8.5390159193;47.3910295351;"E8°32'20.45""";"N47°23'27.70""";386;301;"öffentlicher Brunnen";1949;"Quellwasser";
8.5419911108;47.3883148478;"E8°32'31.16""";"N47°23'17.93""";387;583;"Brunnen in städtischer Liegenschaft";1925;"Verteilnetz";"Schulhaus Röslistrasse   Turnhalle"
8.5411495716;47.3871068325;"E8°32'28.13""";"N47°23'13.58""";388;274;"öffentlicher Brunnen";1910;"Quellwasser";
8.538868032;47.3894259483;"E8°32'19.92""";"N47°23'21.93""";389;1083;"öffentlicher Brunnen";1983;"Verteilnetz";"Purtschert-Brunnen"
8.5400964278;47.3892915155;"E8°32'24.34""";"N47°23'21.44""";390;300;"öffentlicher Brunnen";1945;"Quellwasser";"Haupteingang Schulhaus"
8.5399840347;47.3891028713;"E8°32'23.94""";"N47°23'20.77""";391;589;"Brunnen in städtischer Liegenschaft";1945;"Verteilnetz";"Schulhaus Weinbergstrasse"
8.5462143598;47.3914208307;"E8°32'46.37""";"N47°23'29.11""";392;281;"öffentlicher Brunnen";1925;"Verteilnetz";
8.567044842;47.390696725;"E8°34'1.361""";"N47°23'26.50""";393;725;"Brunnen des Verschönerungsvereins";;"Quellwasser";
8.5634522266;47.392633128;"E8°33'48.42""";"N47°23'33.47""";394;726;"Brunnen des Verschönerungsvereins";;"Quellwasser";"Bannholzstrasse/Waldhüslistrasse"
8.5536404707;47.3877766991;"E8°33'13.10""";"N47°23'15.99""";395;278;"öffentlicher Brunnen";1915;"Verteilnetz";
8.5514795626;47.3865375586;"E8°33'5.326""";"N47°23'11.53""";396;295;"öffentlicher Brunnen";1934;"Verteilnetz";
8.551279311;47.3873582866;"E8°33'4.605""";"N47°23'14.48""";397;1072;"privater Brunnen";1981;"Verteilnetz";
8.5511842158;47.3929266306;"E8°33'4.263""";"N47°23'34.53""";398;818;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5464924654;47.3868454637;"E8°32'47.37""";"N47°23'12.64""";399;286;"öffentlicher Brunnen";1929;"Verteilnetz";"Spielplatzanlage"
8.5440266744;47.3876661652;"E8°32'38.49""";"N47°23'15.59""";400;292;"öffentlicher Brunnen";1933;"Verteilnetz";
8.5434564655;47.3890004126;"E8°32'36.44""";"N47°23'20.40""";401;584;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Riedtlistrasse"
8.5444559686;47.3888625717;"E8°32'40.04""";"N47°23'19.90""";402;279;"öffentlicher Brunnen";1919;"Quellwasser";
8.5455847862;47.3880777781;"E8°32'44.10""";"N47°23'17.08""";403;276;"öffentlicher Brunnen";1912;"Quellwasser";
8.5470660122;47.3793253867;"E8°32'49.43""";"N47°22'45.57""";404;299;"öffentlicher Brunnen";1943;"Quellwasser";
8.5482980617;47.3800813747;"E8°32'53.87""";"N47°22'48.29""";405;297;"öffentlicher Brunnen";1905;"Quellwasser";
8.548096722;47.3836037252;"E8°32'53.14""";"N47°23'0.973""";406;263;"öffentlicher Brunnen";1903;"Quellwasser";
8.5486017566;47.3845503609;"E8°32'54.96""";"N47°23'4.381""";407;272;"öffentlicher Brunnen";1907;"Quellwasser";
8.5423383425;47.3838035583;"E8°32'32.41""";"N47°23'1.692""";408;283;"öffentlicher Brunnen";1927;"Quellwasser";
8.5410095468;47.3857015132;"E8°32'27.63""";"N47°23'8.525""";409;271;"öffentlicher Brunnen";1906;"Quellwasser";
8.5396533479;47.3858668405;"E8°32'22.75""";"N47°23'9.120""";410;267;"öffentlicher Brunnen";1903;"Quellwasser";
8.5550889182;47.3797982796;"E8°33'18.32""";"N47°22'47.27""";411;330;"öffentlicher Brunnen";1907;"Quellwasser";
8.5742863898;47.3840891179;"E8°34'27.43""";"N47°23'2.720""";412;352;"öffentlicher Brunnen";1935;"Verteilnetz";"Zoo-Eingang"
8.5715335468;47.3817454059;"E8°34'17.52""";"N47°22'54.28""";413;344;"öffentlicher Brunnen";1929;"Verteilnetz";
8.5599119537;47.3794554817;"E8°33'35.68""";"N47°22'46.03""";414;341;"öffentlicher Brunnen";1914;"Verteilnetz";
8.5396672297;47.3802411078;"E8°32'22.80""";"N47°22'48.86""";415;70;"öffentlicher Brunnen";1955;"Verteilnetz";"beim Pavillon"
8.5389203121;47.3822029;"E8°32'20.11""";"N47°22'55.93""";416;71;"öffentlicher Brunnen";1955;"Verteilnetz";"Platzspitz-Brunnen"
8.5419151211;47.3821464447;"E8°32'30.89""";"N47°22'55.72""";417;293;"öffentlicher Brunnen";1933;"Quellwasser";"Pilgerbrunnen"
8.5701216651;47.3835882845;"E8°34'12.43""";"N47°23'0.917""";418;706;"Brunnen des Verschönerungsvereins";1950;"Quellwasser";"oberhalb Friedhof Fluntern"
8.5436825006;47.3830451305;"E8°32'37.25""";"N47°22'58.96""";419;273;"öffentlicher Brunnen";1910;"Quellwasser";"Manneken-Pis"
8.5451009974;47.38339278;"E8°32'42.36""";"N47°23'0.214""";420;1131;"öffentlicher Brunnen";1988;"Verteilnetz";
8.5447643866;47.382211705;"E8°32'41.15""";"N47°22'55.96""";421;265;"öffentlicher Brunnen";1903;"Quellwasser";
8.5456111044;47.3810214727;"E8°32'44.19""";"N47°22'51.67""";422;264;"öffentlicher Brunnen";1903;"Quellwasser";
8.5462014239;47.3791264763;"E8°32'46.32""";"N47°22'44.85""";423;268;"öffentlicher Brunnen";1904;"Verteilnetz";
8.5446718809;47.3791646801;"E8°32'40.81""";"N47°22'44.99""";424;296;"öffentlicher Brunnen";1934;"Quellwasser";
8.5428812712;47.3800041632;"E8°32'34.37""";"N47°22'48.01""";425;60;"öffentlicher Brunnen";1938;"Verteilnetz";
8.5549834274;47.3766301979;"E8°33'17.94""";"N47°22'35.86""";426;325;"öffentlicher Brunnen";1905;"Quellwasser";
8.5570218052;47.3771913342;"E8°33'25.27""";"N47°22'37.88""";427;347;"öffentlicher Brunnen";1933;"Quellwasser";"bei Kirche Fluntern"
8.5558280814;47.3785016062;"E8°33'20.98""";"N47°22'42.60""";428;316;"öffentlicher Brunnen";1903;"Quellwasser";
8.5486456406;47.3753313595;"E8°32'55.12""";"N47°22'31.19""";429;1097;"privater Brunnen";1984;"Verteilnetz";
8.5506031683;47.3777353135;"E8°33'2.171""";"N47°22'39.84""";430;1088;"öffentlicher Brunnen";1984;"Verteilnetz";"Sternwarte"
8.5481637165;47.3772013318;"E8°32'53.38""";"N47°22'37.92""";431;737;"privater Brunnen";1920;"Quellwasser";
8.5421795954;47.377164556;"E8°32'31.84""";"N47°22'37.79""";432;68;"öffentlicher Brunnen";1987;"Verteilnetz";"Berliner-Brunnen"
8.541591852;47.3761879902;"E8°32'29.73""";"N47°22'34.27""";433;48;"öffentlicher Brunnen";1913;"Verteilnetz";"bei Du Pont"
8.5415348296;47.3787970431;"E8°32'29.52""";"N47°22'43.66""";434;36;"öffentlicher Brunnen";1933;"Verteilnetz";"bei der Platzpromenade"
8.5519048807;47.3785485756;"E8°33'6.857""";"N47°22'42.77""";435;333;"öffentlicher Brunnen";1907;"Verteilnetz";
8.5509103372;47.3813988674;"E8°33'3.277""";"N47°22'53.03""";436;6074;"Notwasserbrunnen";1994;"Quellwasser";
8.5520229387;47.3822410781;"E8°33'7.282""";"N47°22'56.06""";437;294;"öffentlicher Brunnen";1934;"Verteilnetz";
8.5982165538;47.3734823977;"E8°35'53.57""";"N47°22'24.53""";438;711;"Brunnen des Verschönerungsvereins";1996;"Quellwasser";"Herrenbrünneli"
8.5615090707;47.3736490781;"E8°33'41.43""";"N47°22'25.13""";439;320;"öffentlicher Brunnen";1944;"Quellwasser";
8.5635546104;47.3725940287;"E8°33'48.79""";"N47°22'21.33""";440;348;"öffentlicher Brunnen";1933;"Quellwasser";"Doldertal"
8.5662350447;47.3724962681;"E8°33'58.44""";"N47°22'20.98""";441;332;"öffentlicher Brunnen";1907;"Quellwasser";
8.5528411741;47.3764661566;"E8°33'10.22""";"N47°22'35.27""";442;931;"privater Brunnen";;"Verteilnetz";"Dermatologie-Gebäude"
8.5756534182;47.3786559226;"E8°34'32.35""";"N47°22'43.16""";443;335;"öffentlicher Brunnen";1909;"Verteilnetz";
8.5532729196;47.3734607583;"E8°33'11.78""";"N47°22'24.45""";444;328;"öffentlicher Brunnen";1906;"Quellwasser";"im Oberhof"
8.551209065;47.3737109564;"E8°33'4.352""";"N47°22'25.35""";445;918.2;"privater Brunnen";;"Verteilnetz";"Kantonsschul-Turnhalle"
8.5509555516;47.3719138795;"E8°33'3.439""";"N47°22'18.88""";446;1148;"privater Brunnen";1990;"Verteilnetz";
8.552030291;47.3746829314;"E8°33'7.309""";"N47°22'28.85""";447;355;"öffentlicher Brunnen";1938;"Quellwasser";
8.5698380869;47.3727502057;"E8°34'11.41""";"N47°22'21.90""";448;336;"öffentlicher Brunnen";1910;"Verteilnetz";
8.54824306;47.3731841619;"E8°32'53.67""";"N47°22'23.46""";449;784.1;"privater Brunnen";1777;"Verteilnetz";"Rechberg"
8.5481857822;47.3751073997;"E8°32'53.46""";"N47°22'30.38""";450;1157;"privater Brunnen";1991;"Quellwasser";"innerhalb Universität"
8.5596192748;47.375754887;"E8°33'34.62""";"N47°22'32.71""";451;305;"öffentlicher Brunnen";1852;"Quellwasser";"Gsellenbrunnen"
8.5595661776;47.3770653955;"E8°33'34.43""";"N47°22'37.43""";452;351;"öffentlicher Brunnen";1935;"Quellwasser";
8.559651444;47.3765313795;"E8°33'34.74""";"N47°22'35.51""";453;970;"öffentlicher Brunnen";1975;"Verteilnetz";"Tramhaltestelle"
8.5440414919;47.3764155209;"E8°32'38.54""";"N47°22'35.09""";454;67;"öffentlicher Brunnen";1951;"Quellwasser";"beim Central"
8.5439807978;47.3749140924;"E8°32'38.33""";"N47°22'29.69""";455;64;"öffentlicher Brunnen";1945;"Quellwasser";
8.5442404025;47.3760036366;"E8°32'39.26""";"N47°22'33.61""";456;32;"öffentlicher Brunnen";1876;"Quellwasser";"Storchenbrunnen (ehemals)"
8.5389287453;47.375337684;"E8°32'20.14""";"N47°22'31.21""";457;1019;"öffentlicher Brunnen";1978;"Verteilnetz";"Pariserbrunnen"
8.5396729027;47.3747033891;"E8°32'22.82""";"N47°22'28.93""";458;1023;"öffentlicher Brunnen";1979;"Verteilnetz";
8.544053766;47.3738224986;"E8°32'38.59""";"N47°22'25.76""";459;28;"öffentlicher Brunnen";1870;"Quellwasser";
8.5476751099;47.3743535447;"E8°32'51.63""";"N47°22'27.67""";460;954;"öffentlicher Brunnen";1973;"Quellwasser";
8.5475354426;47.3745894073;"E8°32'51.12""";"N47°22'28.52""";461;785;"privater Brunnen";;"Quellwasser";"Im Hofe"
8.5402678237;47.3730332015;"E8°32'24.96""";"N47°22'22.91""";462;6023;"Notwasserbrunnen";1979;"Quellwasser";
8.5448934292;47.3730074868;"E8°32'41.61""";"N47°22'22.82""";463;30;"öffentlicher Brunnen";1871;"Quellwasser";
8.5439268004;47.3731913815;"E8°32'38.13""";"N47°22'23.48""";464;62;"öffentlicher Brunnen";1941;"Quellwasser";"Hirschenplatz"
8.5452743099;47.3736211667;"E8°32'42.98""";"N47°22'25.03""";465;11;"öffentlicher Brunnen";1538;"Quellwasser";"Froschschauerbrunnen"
8.5417010576;47.373225899;"E8°32'30.12""";"N47°22'23.61""";466;34;"öffentlicher Brunnen";1876;"Quellwasser";"hintere Schipfe"
8.5433007872;47.3728882068;"E8°32'35.88""";"N47°22'22.39""";467;72;"öffentlicher Brunnen";1967;"Quellwasser";
8.5416596825;47.3721639131;"E8°32'29.97""";"N47°22'19.79""";468;33;"öffentlicher Brunnen";1876;"Quellwasser";
8.5412444716;47.3722315541;"E8°32'28.48""";"N47°22'20.03""";469;69;"öffentlicher Brunnen";1954;"Quellwasser";"Schipfe"
8.5469730089;47.3729280571;"E8°32'49.10""";"N47°22'22.54""";470;19;"öffentlicher Brunnen";1836;"Quellwasser";
8.5479558855;47.3730515702;"E8°32'52.64""";"N47°22'22.98""";471;784.2;"privater Brunnen";1777;"Quellwasser";"Rechberg"
8.5463253275;47.3719715723;"E8°32'46.77""";"N47°22'19.09""";472;741;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"hinter Obergericht"
8.5395006306;47.3720460935;"E8°32'22.20""";"N47°22'19.36""";473;10;"öffentlicher Brunnen";1537;"Quellwasser";"Augustinerkirche"
8.5405698052;47.3716988142;"E8°32'26.05""";"N47°22'18.11""";474;5;"öffentlicher Brunnen";1806;"Quellwasser";
8.540321169;47.372331449;"E8°32'25.15""";"N47°22'20.39""";475;1;"öffentlicher Brunnen";1430;"Quellwasser";"Amazonenbrunnen"
8.5451221133;47.3721439653;"E8°32'42.43""";"N47°22'19.71""";476;16;"öffentlicher Brunnen";1725;"Quellwasser";
8.5456848208;47.3724407297;"E8°32'44.46""";"N47°22'20.78""";477;6;"öffentlicher Brunnen";1427;"Quellwasser";"Jupiterbrunnen"
8.5437580146;47.3725037249;"E8°32'37.52""";"N47°22'21.01""";478;9;"öffentlicher Brunnen";1421;"Quellwasser";"Stüssibrunnen"
8.5444797654;47.3717009888;"E8°32'40.12""";"N47°22'18.12""";479;8;"öffentlicher Brunnen";1567;"Quellwasser";"Napfplatz"
8.567707834;47.3824855622;"E8°34'3.748""";"N47°22'56.94""";480;314;"öffentlicher Brunnen";1900;"Quellwasser";
8.5246022234;47.328156948;"E8°31'28.56""";"N47°19'41.36""";481;1168;"Brunnen des Verschönerungsvereins";1994;"Quellwasser";"bei Gebäude Forstamt"
8.5583176326;47.3592747223;"E8°33'29.94""";"N47°21'33.38""";482;366;"öffentlicher Brunnen";1991;"Verteilnetz";
8.5319916453;47.3589534414;"E8°31'55.16""";"N47°21'32.23""";483;97;"öffentlicher Brunnen";1923;"Quellwasser";
8.517149901;47.3612737843;"E8°31'1.739""";"N47°21'40.58""";484;201;"öffentlicher Brunnen";1934;"Verteilnetz";
8.5310527475;47.3574999282;"E8°31'51.78""";"N47°21'26.99""";485;1177;"Brunnen in städtischer Liegenschaft";1888;"Verteilnetz";"Rieterpark"
8.5324143149;47.3608058438;"E8°31'56.69""";"N47°21'38.90""";486;530;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Schulhaus Lavater"
8.5313671168;47.3606095344;"E8°31'52.92""";"N47°21'38.19""";487;134;"öffentlicher Brunnen";1928;"Verteilnetz";"Schulhausstrasse"
8.5310236455;47.3598909578;"E8°31'51.68""";"N47°21'35.60""";488;532;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Kindergarten"
8.4976574888;47.3585077302;"E8°29'51.56""";"N47°21'30.62""";489;169;"öffentlicher Brunnen";1841;"Quellwasser";
8.5609428433;47.3604287712;"E8°33'39.39""";"N47°21'37.54""";490;393;"öffentlicher Brunnen";1905;"Quellwasser";
8.5955035755;47.3570638067;"E8°35'43.81""";"N47°21'25.42""";491;310;"öffentlicher Brunnen";1891;"Quellwasser";
8.5745127047;47.3549878167;"E8°34'28.24""";"N47°21'17.95""";492;6042;"Notwasserbrunnen";1982;"Quellwasser";
8.5747236357;47.3566502043;"E8°34'29.00""";"N47°21'23.94""";493;1007;"öffentlicher Brunnen";1977;"Quellwasser";"oberhalb Burgwies"
8.547532708;47.3616121811;"E8°32'51.11""";"N47°21'41.80""";494;404;"öffentlicher Brunnen";1901;"Quellwasser";"Utoquai-Badanstalt"
8.5762973666;47.353455994;"E8°34'34.67""";"N47°21'12.44""";495;385;"öffentlicher Brunnen";1896;"Quellwasser";
8.5409123338;47.3772334237;"E8°32'27.28""";"N47°22'38.04""";496;29;"öffentlicher Brunnen";1871;"Verteilnetz";"Hauptbahnhof (Südostseite)"
8.5803751213;47.3571502778;"E8°34'49.35""";"N47°21'25.74""";497;823;"öffentlicher Brunnen";1978;"Verteilnetz";
8.5040587407;47.35564924;"E8°30'14.61""";"N47°21'20.33""";498;952;"öffentlicher Brunnen";1974;"Verteilnetz";"Friedhofeingang"
8.5263374462;47.3617079488;"E8°31'34.81""";"N47°21'42.14""";499;102;"öffentlicher Brunnen";1887;"Quellwasser";
8.5833917195;47.3508315398;"E8°35'0.210""";"N47°21'2.993""";500;403;"öffentlicher Brunnen";1931;"Verteilnetz";"Tramhaltestelle Rehalp"
8.5830146641;47.3529365376;"E8°34'58.85""";"N47°21'10.57""";501;710;"Brunnen des Verschönerungsvereins";1905;"Quellwasser";"unterhalb Schützenhaus"
8.5261558457;47.3641116163;"E8°31'34.16""";"N47°21'50.80""";502;160;"öffentlicher Brunnen";1954;"Quellwasser";"Eingang Brauerei Hürlimann"
8.5801062629;47.3511394502;"E8°34'48.38""";"N47°21'4.102""";503;399;"öffentlicher Brunnen";1911;"Quellwasser";
8.5614784322;47.3563820573;"E8°33'41.32""";"N47°21'22.97""";504;611;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Kartausstrasse"
8.5571665049;47.3524650549;"E8°33'25.79""";"N47°21'8.874""";505;699.3;"Brunnen in städtischer Liegenschaft";1954;"Verteilnetz";"Strandbad Tiefenbrunnen"
8.5563324821;47.3528826302;"E8°33'22.79""";"N47°21'10.37""";506;699.2;"Brunnen in städtischer Liegenschaft";1954;"Verteilnetz";"Strandbad Tiefenbrunnen"
8.5557660052;47.3524621435;"E8°33'20.75""";"N47°21'8.863""";507;699.4;"Brunnen in städtischer Liegenschaft";1954;"Verteilnetz";"Strandbad Tiefenbrunnen"
8.5548219792;47.3531871764;"E8°33'17.35""";"N47°21'11.47""";508;699.1;"Brunnen in städtischer Liegenschaft";1954;"Verteilnetz";"Strandbad Tiefenbrunnen"
8.5613177881;47.3552255198;"E8°33'40.74""";"N47°21'18.81""";509;411;"öffentlicher Brunnen";1954;"Quellwasser";
8.5546590281;47.3549651638;"E8°33'16.77""";"N47°21'17.87""";510;394;"öffentlicher Brunnen";1905;"Quellwasser";
8.5071224634;47.3522590768;"E8°30'25.64""";"N47°21'8.132""";511;195;"öffentlicher Brunnen";1929;"Verteilnetz";"oberhalb Schützenhaus"
8.5583434931;47.3546060249;"E8°33'30.03""";"N47°21'16.58""";512;397;"öffentlicher Brunnen";1910;"Quellwasser";
8.5102951185;47.352731683;"E8°30'37.06""";"N47°21'9.834""";513;176;"öffentlicher Brunnen";1949;"Verteilnetz";"Schützenhaus Albisgütli"
8.5475147274;47.358872526;"E8°32'51.05""";"N47°21'31.94""";514;407;"öffentlicher Brunnen";1939;"Quellwasser";
8.5498074047;47.358916548;"E8°32'59.30""";"N47°21'32.09""";515;369;"öffentlicher Brunnen";1869;"Quellwasser";
8.5543647171;47.3560640391;"E8°33'15.71""";"N47°21'21.83""";516;619;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Spielwiese"
8.5500054709;47.357660324;"E8°33'0.019""";"N47°21'27.57""";517;1182;"privater Brunnen";1995;"Verteilnetz";"Elektrowattgebäude"
8.5540095095;47.3540081688;"E8°33'14.43""";"N47°21'14.42""";518;6038;"Notwasserbrunnen";1981;"Quellwasser";
8.5322210603;47.3635533845;"E8°31'55.99""";"N47°21'48.79""";519;1027;"öffentlicher Brunnen";1980;"Quellwasser";"Venedigbrunnen"
8.5367253452;47.3696902365;"E8°32'12.21""";"N47°22'10.88""";520;93;"öffentlicher Brunnen";1974;"Verteilnetz";
8.5308948945;47.362480471;"E8°31'51.22""";"N47°21'44.92""";521;131;"öffentlicher Brunnen";1926;"Verteilnetz";
8.5518620529;47.3531928146;"E8°33'6.703""";"N47°21'11.49""";522;1130;"öffentlicher Brunnen";1988;"Quellwasser";"Kugelbrunnen"
8.5332340239;47.3635030668;"E8°31'59.64""";"N47°21'48.61""";523;165;"öffentlicher Brunnen";1967;"Quellwasser";
8.5681201819;47.3573325904;"E8°34'5.232""";"N47°21'26.39""";524;405;"öffentlicher Brunnen";1933;"Verteilnetz";
8.4757892995;47.3679385375;"E8°28'32.84""";"N47°22'4.578""";525;796.1;"privater Brunnen";;"Quellwasser";"beim Rastplatz"
8.5324465098;47.3621925123;"E8°31'56.80""";"N47°21'43.89""";526;99;"öffentlicher Brunnen";1887;"Quellwasser";
8.5992243065;47.3541732434;"E8°35'57.20""";"N47°21'15.02""";527;1126;"öffentlicher Brunnen";1987;"Verteilnetz";
8.5327724133;47.3611786563;"E8°31'57.98""";"N47°21'40.24""";528;6019;"Notwasserbrunnen";1978;"Quellwasser";
8.6006647647;47.3554834023;"E8°36'2.393""";"N47°21'19.74""";529;6028;"Notwasserbrunnen";1980;"Quellwasser";
8.530436849;47.3518610887;"E8°31'49.57""";"N47°21'6.699""";530;123;"öffentlicher Brunnen";1906;"Verteilnetz";
8.5638731754;47.3539498221;"E8°33'49.94""";"N47°21'14.21""";531;837;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5636094447;47.3539058686;"E8°33'48.99""";"N47°21'14.06""";532;836;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5554635881;47.3565520657;"E8°33'19.66""";"N47°21'23.58""";533;402;"öffentlicher Brunnen";1929;"Quellwasser";"Anlage"
8.5260939052;47.356447839;"E8°31'33.93""";"N47°21'23.21""";534;111;"öffentlicher Brunnen";1892;"Quellwasser";
8.5261136964;47.3543703087;"E8°31'34.00""";"N47°21'15.73""";535;108;"öffentlicher Brunnen";;"Quellwasser";
8.5328880266;47.3548033009;"E8°31'58.39""";"N47°21'17.29""";536;139;"öffentlicher Brunnen";1932;"Quellwasser";
8.4999784781;47.3596055408;"E8°29'59.92""";"N47°21'34.57""";537;953;"öffentlicher Brunnen";1974;"Verteilnetz";"Friedhofeingang"
8.5330246481;47.3563461551;"E8°31'58.88""";"N47°21'22.84""";538;1112.3;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Belvoirpark"
8.5330215002;47.3561592471;"E8°31'58.87""";"N47°21'22.17""";539;1112.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Belvoirpark"
8.5330912113;47.3558827581;"E8°31'59.12""";"N47°21'21.17""";540;1112.1;"Brunnen in städtischer Liegenschaft";1986;"Verteilnetz";"Belvoirpark"
8.5494922063;47.3559384623;"E8°32'58.17""";"N47°21'21.37""";541;401;"öffentlicher Brunnen";1929;"Verteilnetz";"Feldmannbrunnen"
8.5319887875;47.3563267515;"E8°31'55.15""";"N47°21'22.77""";542;146;"öffentlicher Brunnen";1937;"Quellwasser";"Wartehalle"
8.5641693199;47.3492628699;"E8°33'51.00""";"N47°20'57.34""";543;932;"öffentlicher Brunnen";;"Verteilnetz";
8.5728667502;47.3488626208;"E8°34'22.32""";"N47°20'55.90""";544;368;"öffentlicher Brunnen";1992;"Quellwasser";"Enzenried 1"
8.5326125723;47.343157938;"E8°31'57.40""";"N47°20'35.36""";545;947;"privater Brunnen";;"Quellwasser";"Kirche"
8.5332473225;47.3429009366;"E8°31'59.69""";"N47°20'34.44""";546;135;"öffentlicher Brunnen";1929;"Quellwasser";"Blondatbrunnen"
8.5587050257;47.3839394359;"E8°33'31.33""";"N47°23'2.181""";547;1123;"privater Brunnen";1986;"Verteilnetz";
8.4979285616;47.345250568;"E8°29'52.54""";"N47°20'42.90""";548;1153;"Brunnen des Verschönerungsvereins";1991;"Verteilnetz";"Schutzhütte Annaburg"
8.499378046;47.3461730435;"E8°29'57.76""";"N47°20'46.22""";549;719;"Brunnen des Verschönerungsvereins";;"Verteilnetz";"unterhalb Annaburg"
8.5183623518;47.3549427129;"E8°31'6.104""";"N47°21'17.79""";550;179;"öffentlicher Brunnen";1900;"Verteilnetz";"Feuerstelle ob Saalsporthalle"
8.5353009926;47.3401627474;"E8°32'7.083""";"N47°20'24.58""";551;112;"öffentlicher Brunnen";1896;"Quellwasser";
8.5354437904;47.3392764761;"E8°32'7.597""";"N47°20'21.39""";552;542;"Brunnen in städtischer Liegenschaft";1953;"Verteilnetz";"Kilchbergstrasse 50"
8.5321597349;47.346032411;"E8°31'55.77""";"N47°20'45.71""";553;116;"öffentlicher Brunnen";1900;"Quellwasser";
8.533937713;47.3451641148;"E8°32'2.175""";"N47°20'42.59""";554;155;"öffentlicher Brunnen";1943;"Quellwasser";"in Anlage"
8.5322381125;47.3497113175;"E8°31'56.05""";"N47°20'58.96""";555;129;"öffentlicher Brunnen";1926;"Quellwasser";
8.5344497935;47.3489609445;"E8°32'4.019""";"N47°20'56.25""";556;145;"öffentlicher Brunnen";1935;"Verteilnetz";"ausserhalb Strandbad"
8.5326433955;47.3405340737;"E8°31'57.51""";"N47°20'25.92""";557;166;"öffentlicher Brunnen";1968;"Verteilnetz";"beim  Kinderspielplatz"
8.5327520656;47.340897791;"E8°31'57.90""";"N47°20'27.23""";558;152;"öffentlicher Brunnen";1941;"Verteilnetz";"Kirche Wollishofen"
8.5612805569;47.4034132458;"E8°33'40.61""";"N47°24'12.28""";559;1042;"privater Brunnen";1981;"Verteilnetz";
8.535191895;47.3436725859;"E8°32'6.690""";"N47°20'37.22""";560;149;"öffentlicher Brunnen";1938;"Verteilnetz";"Bahnunterführung Wollishofen"
8.5352921167;47.3329898325;"E8°32'7.051""";"N47°19'58.76""";561;1125;"öffentlicher Brunnen";1987;"Verteilnetz";
8.5123137753;47.3514946093;"E8°30'44.32""";"N47°21'5.380""";562;555;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Schiessplatz Albisgüetli"
8.5073771201;47.3552286175;"E8°30'26.55""";"N47°21'18.82""";563;997;"Brunnen in städtischer Liegenschaft";1976;"Verteilnetz";"Reservoir Frauental"
8.5288835698;47.3398182653;"E8°31'43.98""";"N47°20'23.34""";564;143;"öffentlicher Brunnen";1991;"Verteilnetz";
8.4943996664;47.3607978608;"E8°29'39.83""";"N47°21'38.87""";565;1141;"Brunnen des Verschönerungsvereins";1965;"Quellwasser";"Friesenberg"
8.5101170031;47.397429314;"E8°30'36.42""";"N47°23'50.74""";566;459;"öffentlicher Brunnen";1934;"Verteilnetz";
8.5292736773;47.3417387017;"E8°31'45.38""";"N47°20'30.25""";567;1060;"öffentlicher Brunnen";1981;"Verteilnetz";"Pumpbrunnen"
8.525024916;47.3975468922;"E8°31'30.08""";"N47°23'51.16""";568;639.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Waidhalde, Turnhalle"
8.5372082814;47.3381266305;"E8°32'13.94""";"N47°20'17.25""";569;778;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Ortsmuseum, Haus Sasella"
8.5354336304;47.3318296661;"E8°32'7.561""";"N47°19'54.58""";570;142;"öffentlicher Brunnen";1933;"Verteilnetz";
8.5247147675;47.3374864514;"E8°31'28.97""";"N47°20'14.95""";571;163;"öffentlicher Brunnen";1964;"Verteilnetz";"Gustav Heinrich-Weg"
